measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2000,0.008383187084405129,0.009884698542138772,0.007039034366646342
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2000,6.964631916139625,8.18220366480212,5.8211307928925535
Deaths,Global,Both,All ages,Neoplasms,Number,2001,7166168.534387782,7454821.173018182,6791404.298383091
Deaths,Global,Both,All ages,Neoplasms,Percent,2001,0.14098739929337747,0.14641341652068843,0.13393195080611392
Deaths,Global,Both,All ages,Neoplasms,Rate,2001,115.8477997888743,120.51413898088745,109.78938629045234
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2001,82528.05541191729,95539.04337912025,68484.1357211014
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2001,0.001623647929954422,0.001876389434744208,0.001345326942210796
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2001,1.3341430074448706,1.5444777660884947,1.107109943850915
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2001,1124852.620581882,1279970.5740620785,1001262.1514109789
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2001,0.022130656304395372,0.02503792003598842,0.01968344206808809
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2001,18.184292004275765,20.69191843424349,16.186336770650094
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2001,1665924.2557787665,1815596.9297930396,1541750.5334556897
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2001,0.03277529455900009,0.035721052183382104,0.03040103178567845
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2001,26.931219761408492,29.35081816882333,24.923835696451953
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2001,4341719.637888591,4837069.2526095705,3920908.3402837655
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2001,0.08541883741673988,0.09490787812753981,0.07716376202474914
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2001,70.18794840449722,78.19573704585031,63.385141197286494
Deaths,Global,Both,All ages,Enteric infections,Number,2001,2561121.607364611,3314648.3852458727,2080121.2869305448
Deaths,Global,Both,All ages,Enteric infections,Percent,2001,0.050388385983616106,0.06530218854006366,0.04093157746977012
Deaths,Global,Both,All ages,Enteric infections,Rate,2001,41.40292009337772,53.58438343472267,33.62710118085334
Deaths,Global,Both,All ages,Other infectious diseases,Number,2001,1800052.9156356815,2248156.6581027824,1383890.202869571
Deaths,Global,Both,All ages,Other infectious diseases,Percent,2001,0.03541505893100554,0.044448893027887404,0.027135234666757962
Deaths,Global,Both,All ages,Other infectious diseases,Rate,2001,29.099534678716154,36.3435497186735,22.3718761821606
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,2001,2934383.6438040272,3074992.0572361303,2810178.736797287
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,2001,0.0577322186105433,0.060441573630414455,0.055115956664088285
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,2001,47.437049134401676,49.710115313315534,45.42916093994103
Deaths,Global,Both,All ages,Substance use disorders,Number,2001,261568.99134125948,287922.7294921632,241927.010569965
Deaths,Global,Both,All ages,Substance use disorders,Percent,2001,0.005146127615111187,0.0056464027404408155,0.004763499027088123
Deaths,Global,Both,All ages,Substance use disorders,Rate,2001,4.228506766826795,4.6545395298498855,3.9109758233483354
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,2001,1769621.9827656914,1945039.1425131855,1613303.0039937315
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,2001,0.03481546347420033,0.03810310811073524,0.031611164682616946
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,2001,28.607590259380427,31.443372296105444,26.08054813511616
Deaths,Global,Both,All ages,Neurological disorders,Number,2002,1407894.7509136496,2888383.4531730367,659401.2677236239
Deaths,Global,Both,All ages,Neurological disorders,Percent,2002,0.027528610351852584,0.056366344052017646,0.012917652173897991
Deaths,Global,Both,All ages,Neurological disorders,Rate,2002,22.473178040868028,46.105119399962895,10.525532594187478
Deaths,Global,Both,All ages,Mental disorders,Number,2002,227.90328038162968,337.35593352620447,97.10696014884651
Deaths,Global,Both,All ages,Mental disorders,Percent,2002,4.45594813074726e-06,6.571725480254165e-06,1.8933105045026407e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2002,0.003637850764618952,0.005384962158824487,0.0015500462680298394
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2020,851688.7814549489,1380897.9529226185,441399.1224174996
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2020,0.014158650471007811,0.02290290287431828,0.007328633614178385
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2020,10.849791326193786,17.591466458421458,5.623049726701442
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2020,3495301.2487466,4171643.592113459,3052739.121197613
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2020,0.058109528072653426,0.06932804362038696,0.0507628207995962
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2020,44.527167665987584,53.14319437713369,38.889302242211464
Deaths,Global,Both,All ages,Digestive diseases,Number,2020,2351250.1713221692,2592344.8714606445,2101809.3762059747
Deaths,Global,Both,All ages,Digestive diseases,Percent,2020,0.039090142312194105,0.043143014599776604,0.0349985796132228
Deaths,Global,Both,All ages,Digestive diseases,Rate,2020,29.952929133272068,33.02427073517161,26.77526537371516
Deaths,Global,Both,All ages,Unintentional injuries,Number,2020,1842737.8422429636,2022625.3956064498,1592013.3836348478
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2020,0.030636031249900508,0.03361399410857548,0.026464368577616453
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2020,23.47491418527544,25.766528749975016,20.280897643665234
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2020,1266052.2126276728,1363839.0154258516,1184779.2070459449
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.021048435986114895,0.02273644118242095,0.019708926394474344
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2020,16.128429320872485,17.374150091085586,15.093080294074296
Deaths,Global,Both,All ages,Neoplasms,Number,2005,7462050.959880081,7742086.783109071,7102326.596903478
Deaths,Global,Both,All ages,Neoplasms,Percent,2005,0.1459309172303639,0.15113917770191154,0.13885506019110655
Deaths,Global,Both,All ages,Neoplasms,Rate,2005,114.58213586839224,118.88217387640876,109.05845530719446
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,1999,14504612.321370155,15311816.617023192,13612734.85543651
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,1999,0.28588332448579823,0.3013922114834754,0.26874207481223883
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,1999,240.44845866535667,253.82979036988385,225.663467708642
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,2001,409025.3792500586,484186.987567449,344788.2240894378
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2001,0.008047226542900663,0.009566635843736597,0.006795406373808507
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2001,6.6122768417387405,7.827334359627093,5.5738233007224585
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2005,88054.68848279101,101613.32057146383,72750.9140977349
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2005,0.0017220644263958177,0.0019843487538912232,0.0014204233386109662
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2005,1.3521073943116373,1.5603044479804873,1.1171131326380475
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2005,1128277.9305915267,1282730.1789023113,1006102.4138001624
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2005,0.022065291990607628,0.02514027448266862,0.019666839967124837
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2005,17.325061948173072,19.696724725106083,15.4490185198923
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2005,1735932.2024099205,1874600.3139885957,1625640.1604422557
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2005,0.03394895018629334,0.03656052790067184,0.031698386297740744
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2005,26.655784119443656,28.785076520011295,24.962215178962374
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2005,4084560.1326874434,4519727.520054081,3706491.0326667037
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2005,0.07987935829888726,0.08851090885690262,0.07278158695500296
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2005,62.71970355101031,69.40183544381348,56.91433379152619
Deaths,Global,Both,All ages,Enteric infections,Number,2005,2354015.7257775427,3042838.1913057347,1940730.4876371576
Deaths,Global,Both,All ages,Enteric infections,Percent,2005,0.04603757047391327,0.05977370824921298,0.03796274473771731
Deaths,Global,Both,All ages,Enteric infections,Rate,2005,36.14665072345051,46.72373599916146,29.800526103877658
Deaths,Global,Both,All ages,Neurological disorders,Number,2001,1357971.7028387187,2775751.1010419335,640974.3228169283
Deaths,Global,Both,All ages,Neurological disorders,Percent,2001,0.02671792942871541,0.0547391103547083,0.012592137317220616
Deaths,Global,Both,All ages,Neurological disorders,Rate,2001,21.95287944938859,44.872606089876896,10.361947903287566
Deaths,Global,Both,All ages,Mental disorders,Number,2001,221.79546868318047,329.0299013485132,94.79588613728147
Deaths,Global,Both,All ages,Mental disorders,Percent,2001,4.3640322212205885e-06,6.464504634909017e-06,1.868511907572501e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2001,0.003585530667718764,0.0053190753124301255,0.0015324639359711786
Deaths,Global,Both,All ages,Nutritional deficiencies,Number,2005,334559.087163009,399839.95559142507,278650.53784000943
Deaths,Global,Both,All ages,Nutritional deficiencies,Percent,2005,0.006542522067240251,0.00776844288035928,0.005457680637234588
Deaths,Global,Both,All ages,Nutritional deficiencies,Rate,2005,5.137259848187001,6.139668083682561,4.278766515834356
Deaths,Global,Both,All ages,Neurological disorders,Number,1997,1197173.6791880154,2482569.1103551206,572515.0993611042
Deaths,Global,Both,All ages,Neurological disorders,Percent,1997,0.023880263866002154,0.04941857457966199,0.01140438633320967
Deaths,Global,Both,All ages,Neurological disorders,Rate,1997,20.352869834516998,42.205577049205324,9.733195356830194
Deaths,Global,Both,All ages,Mental disorders,Number,1997,208.77629869842374,317.84492910802885,89.54043544866968
Deaths,Global,Both,All ages,Mental disorders,Percent,1997,4.166436551056476e-06,6.3438893468826935e-06,1.7811151740769838e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,1997,0.003549357044688188,0.005403607331297692,0.001522256009544741
Deaths,Global,Both,All ages,Digestive diseases,Number,2014,2262650.445649702,2492256.1361892307,2038923.2163954137
Deaths,Global,Both,All ages,Digestive diseases,Percent,2014,0.04288494362616874,0.04714608974506742,0.03859018207630295
Deaths,Global,Both,All ages,Digestive diseases,Rate,2014,30.904421035322855,34.04049136654988,27.848641693341737
Deaths,Global,Both,All ages,Unintentional injuries,Number,2014,1748103.2187590583,1910640.1788247249,1529848.8630400465
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2014,0.033131716301604226,0.036230030159000295,0.028976653199536396
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2014,23.876475480162107,26.096487262065306,20.895447405365232
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,2004,14766208.44515191,15547847.720342474,13897103.746574609
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,2004,0.2882535190886302,0.3028470983288666,0.27074844326842185
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,2004,229.72806582339405,241.88856589544105,216.206805972309
Deaths,Global,Both,All ages,Neurological disorders,Number,2005,1554071.499897524,3219770.3673612853,720012.2706275689
Deaths,Global,Both,All ages,Neurological disorders,Percent,2005,0.030392618689924537,0.06303393642470237,0.014077683758155208
Deaths,Global,Both,All ages,Neurological disorders,Rate,2005,23.863255920905132,49.4405851262027,11.056014527845502
Deaths,Global,Both,All ages,Mental disorders,Number,2005,223.5955900291444,349.69282857865517,98.5772370157674
Deaths,Global,Both,All ages,Mental disorders,Percent,2005,4.373090006314015e-06,6.864896527890232e-06,1.9232207869204075e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2005,0.0034333805027652155,0.005369643200218208,0.0015136844315323296
Deaths,Global,Both,All ages,Neurological disorders,Number,2000,1316058.2045284442,2702166.6686331807,623010.9146521137
Deaths,Global,Both,All ages,Neurological disorders,Percent,2000,0.025933826457773305,0.05338619499137286,0.012270359989120934
Deaths,Global,Both,All ages,Neurological disorders,Rate,2000,21.545321778519565,44.2374434311228,10.19937460328295
Deaths,Global,Both,All ages,Mental disorders,Number,2000,218.23316777524965,325.5197475682817,93.62693674599537
Deaths,Global,Both,All ages,Mental disorders,Percent,2000,4.300839049037644e-06,6.3960873162164175e-06,1.8487710992177466e-06
Deaths,Global,Both,All ages,Mental disorders,Rate,2000,0.003572717229591024,0.005329116662537021,0.0015327760370996328
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,1999,63596.0134244075,81711.4735683865,50518.18516408893
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,1999,0.0012534941273490247,0.0016130194307280073,0.0009948561811466696
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,1999,1.0542552304297366,1.3545620827001599,0.8374591121873444
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,2004,74491.76556285913,93018.32208395615,61085.19775469405
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,2004,0.0014542540655765994,0.0018252371250574793,0.0011882370008132659
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,2004,1.1589196567344882,1.447150045176335,0.9503444559075531
Deaths,Global,Both,All ages,Transport injuries,Number,2004,1377334.839513517,1547377.3195394678,1194788.4226014744
Deaths,Global,Both,All ages,Transport injuries,Percent,2004,0.02688903217577085,0.030265486023365602,0.023382197153028073
Deaths,Global,Both,All ages,Transport injuries,Rate,2004,21.428145881043758,24.073613753807006,18.58814565783391
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1994,68743.21445282242,79282.0970469692,56037.46272674362
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1994,0.0013668928769744748,0.0015803847215754385,0.0011199136237876703
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1994,1.2151063738916092,1.401391864259995,0.9905192632897607
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1994,1142319.6756232341,1298626.4085259158,997437.769339027
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1994,0.022713754638436022,0.025972740473530844,0.01992955648003846
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1994,20.191664441647276,22.95454524295994,17.630729094227274
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1994,863333.5041836138,963830.9663961881,792101.8667539102
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1994,0.017166513200686108,0.01911030193112399,0.015695429792149385
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1994,15.260299537602098,17.036694602430444,14.001207751561601
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1994,4822168.164424804,5384913.113098038,4310553.113954794
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1994,0.09588370763091612,0.10711404282503152,0.08617959220002396
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1994,85.23673673408223,95.18382721349873,76.19341931354428
Deaths,Global,Both,All ages,Enteric infections,Number,1994,3305117.507328697,4133036.5018258486,2713725.6843456314
Deaths,Global,Both,All ages,Enteric infections,Percent,1994,0.06571882720856438,0.08240035284090856,0.05377804759425081
Deaths,Global,Both,All ages,Enteric infections,Rate,1994,58.4213202944129,73.05563228123204,47.967867116612
Deaths,Global,Both,All ages,Other infectious diseases,Number,2005,1466354.2156856349,1784755.1604678798,1135846.6698537127
Deaths,Global,Both,All ages,Other infectious diseases,Percent,2005,0.02867771396617025,0.03476048152621048,0.022110767772754846
Deaths,Global,Both,All ages,Other infectious diseases,Rate,2005,22.51632947513148,27.40547597276541,17.441282316427703
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,2005,2697624.4358984227,2824676.298410345,2569833.2526197564
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,2005,0.05275668097398369,0.05529668888201704,0.05033203165819238
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,2005,41.422870374095496,43.373791622281075,39.46059662336066
Deaths,Global,Both,All ages,Substance use disorders,Number,2005,276490.9337830485,298998.8430182287,257969.3204382945
Deaths,Global,Both,All ages,Substance use disorders,Percent,2005,0.005407145569464112,0.005827232034642345,0.005040960574916501
Deaths,Global,Both,All ages,Substance use disorders,Rate,2005,4.245605117338544,4.591221132019355,3.961199927909963
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,2005,1953798.1445481125,2127988.202491479,1784591.2353399966
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,2005,0.03820948385951023,0.04140888898676096,0.03492060179720967
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,2005,30.001184079507038,32.675927121802005,27.402958850947783
Deaths,Global,Both,All ages,Transport injuries,Number,1999,1360822.6845543676,1570299.9551773248,1131005.4048830636
Deaths,Global,Both,All ages,Transport injuries,Percent,1999,0.02682270954589986,0.030978583194987502,0.022289968114414832
Deaths,Global,Both,All ages,Transport injuries,Rate,1999,22.558873671919084,26.03145782175577,18.749105479065367
Deaths,Global,Both,All ages,Neoplasms,Number,2004,7363429.233180955,7637867.201257503,6996029.168675421
Deaths,Global,Both,All ages,Neoplasms,Percent,2004,0.14374355692016805,0.14900569987616324,0.13681947226983304
Deaths,Global,Both,All ages,Neoplasms,Rate,2004,114.55793556276701,118.82755588059672,108.84203994096595
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,2003,14933735.06860418,15723614.71865135,14021523.598961165
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,2003,0.29059798477046406,0.3051563070705659,0.27298008162503484
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,2003,235.34408363495908,247.79197437148798,220.96833828939097
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,2003,73558.82254238041,92738.29150052271,59229.949208962906
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,2003,0.0014315009174630802,0.0018085032649400284,0.001152809091519303
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Rate,2003,1.1592299987226946,1.4614835559087098,0.9334180669666475
Deaths,Global,Both,All ages,Transport injuries,Number,2003,1384630.7269950535,1567040.0462954966,1190986.6522855116
Deaths,Global,Both,All ages,Transport injuries,Percent,2003,0.026945359470451367,0.030415981919500488,0.023235330402809472
Deaths,Global,Both,All ages,Transport injuries,Rate,2003,21.82070648236804,24.695335896913555,18.76902603507882
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,1998,75256.34680886616,87446.17772052155,61681.27011970406
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,1998,0.0014924580229446207,0.00172879198029799,0.0012230553844859993
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,1998,1.2632920877631189,1.4679169147026359,1.0354138064036569
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,1998,1124971.573116217,1263693.8818486864,985400.6710389489
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,1998,0.022310128077114005,0.02513581751272477,0.01954929046153693
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,1998,18.88435656975995,21.213021226616714,16.541446984685585
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,1998,1342689.4454849986,1470889.5567530126,1244235.951717173
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,1998,0.026627920684987334,0.029188910364925436,0.024737181860686543
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,1998,22.539081748310604,24.691115338601136,20.886390314783874
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,1998,4643382.672560904,5175232.81168583,4158394.0825602496
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,1998,0.0920886796292859,0.1027240614491657,0.08244470253824634
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,1998,77.94623097505279,86.87414338539946,69.804960844584
Deaths,Global,Both,All ages,Enteric infections,Number,1998,2921951.1306195944,3727703.56423624,2340093.1809884873
Deaths,Global,Both,All ages,Enteric infections,Percent,1998,0.057945469471809175,0.07382109710653598,0.04635059212526789
Deaths,Global,Both,All ages,Enteric infections,Rate,1998,49.04938786780643,62.5751663203404,39.28201840144204
Deaths,Global,Both,All ages,Musculoskeletal disorders,Number,2004,86253.84538662726,99024.6423201824,71171.16626007039
Deaths,Global,Both,All ages,Musculoskeletal disorders,Percent,2004,0.001683832740434359,0.0019368497528930875,0.0013870452467103654
Deaths,Global,Both,All ages,Musculoskeletal disorders,Rate,2004,1.3419104263698562,1.5405945022087153,1.1072588083834936
Deaths,Global,Both,All ages,Other non-communicable diseases,Number,2004,1123790.2987201847,1277309.9125221262,999891.3570365487
Deaths,Global,Both,All ages,Other non-communicable diseases,Percent,2004,0.021938186446832264,0.02497596475755703,0.019503122380701066
Deaths,Global,Both,All ages,Other non-communicable diseases,Rate,2004,17.483578988812422,19.87198926188111,15.555997894703438
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2004,1793705.3012173618,1932454.14885077,1675816.9639447744
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2004,0.0350160286730672,0.03774140246715548,0.03265988964802598
Deaths,Global,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2004,27.905907669962733,30.064518969569097,26.071837684741904
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Number,2004,4137476.756201018,4621320.4849713,3779252.9950266285
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Percent,2004,0.0807685512273167,0.09027807796526166,0.07399393486293371
Deaths,Global,Both,All ages,Respiratory infections and tuberculosis,Rate,2004,64.36957301001537,71.89706284493433,58.79643945360852
Deaths,Global,Both,All ages,Enteric infections,Number,2004,2397778.625935434,3137807.70563032,1970847.562799634
Deaths,Global,Both,All ages,Enteric infections,Percent,2004,0.04681006400239674,0.0613283459074015,0.0384649387830893
Deaths,Global,Both,All ages,Enteric infections,Rate,2004,37.303892062398496,48.81703368997647,30.661831729956493
Deaths,Global,Both,All ages,Other infectious diseases,Number,1987,2940973.2375571653,3742710.442983765,2212505.714585811
Deaths,Global,Both,All ages,Other infectious diseases,Percent,1987,0.06257947842348056,0.07933245221508045,0.04705842359409201
Deaths,Global,Both,All ages,Other infectious diseases,Rate,1987,57.958438562334976,73.75845876328466,43.60236090898605
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,1987,3681974.9023783454,3871857.062900224,3483813.0239694295
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,1987,0.07834720582788895,0.0826576753753931,0.07415593907105181
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,1987,72.56152944282157,76.30358101750096,68.65630755623963
Deaths,Global,Both,All ages,Substance use disorders,Number,1987,152518.47905610607,172009.01657056203,136028.57426146514
Deaths,Global,Both,All ages,Substance use disorders,Percent,1987,0.0032454163686100345,0.0036593535459986137,0.0028938004381341875
Deaths,Global,Both,All ages,Substance use disorders,Rate,1987,3.005716878041552,3.3898214005352,2.680746517300431
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,1987,1187613.7864628,1355714.0276289736,1045302.5485620138
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,1987,0.025270436611260865,0.028819996154201766,0.022375711169546505
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,1987,23.404579069090648,26.71736933032945,20.600018648998677
Deaths,Global,Both,All ages,Cardiovascular diseases,Number,2007,15199501.030385535,15923874.649472896,14191529.367400879
Deaths,Global,Both,All ages,Cardiovascular diseases,Percent,2007,0.29674095008773077,0.31151681057352676,0.278041423697848
Deaths,Global,Both,All ages,Cardiovascular diseases,Rate,2007,227.28537377522548,238.11727729877202,212.2126937103791
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Number,2023,804909.0081256368,1392397.0313562807,394151.6128120168
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Percent,2023,0.01340992214821547,0.023043050934043068,0.006532804041758462
Deaths,Global,Both,All ages,Neglected tropical diseases and malaria,Rate,2023,9.979249274836237,17.262916584575535,4.8866855217452185
Deaths,Global,Both,All ages,Chronic respiratory diseases,Number,2023,4163664.8186984244,5138236.198230304,3612654.16212662
Deaths,Global,Both,All ages,Chronic respiratory diseases,Percent,2023,0.06933903825034449,0.08525293419099993,0.06062981403848594
Deaths,Global,Both,All ages,Chronic respiratory diseases,Rate,2023,51.62105120355651,63.70377190153591,44.78962971428067
Deaths,Global,Both,All ages,Other infectious diseases,Number,1990,2542203.942810771,3224470.1003897553,1904674.498651911
Deaths,Global,Both,All ages,Other infectious diseases,Percent,1990,0.05302830017340248,0.06741529384622644,0.0397342126478276
Deaths,Global,Both,All ages,Other infectious diseases,Rate,1990,47.64163723218944,60.427502373771944,35.69415104039552
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Number,1990,3568261.623257212,3770180.5967371073,3375197.2775660274
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Percent,1990,0.07443279170912481,0.07830857757242934,0.07031996953172573
Deaths,Global,Both,All ages,Maternal and neonatal disorders,Rate,1990,66.8702549555511,70.65427492453492,63.25217327256867
Deaths,Global,Both,All ages,Substance use disorders,Number,1990,179021.30404264177,198894.4507298657,160909.07169767644
Deaths,Global,Both,All ages,Substance use disorders,Percent,1990,0.003734359506314519,0.0041642482060386095,0.003362136941102284
Deaths,Global,Both,All ages,Substance use disorders,Rate,1990,3.3549110204758548,3.7273395377914267,3.015482547286601
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Number,1990,1301813.5086999212,1463800.0766691521,1149050.2348458327
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Percent,1990,0.027156069371985603,0.030574573973169965,0.02383816220714008
Deaths,Global,Both,All ages,Diabetes and kidney diseases,Rate,1990,24.3963617084445,27.432036847530686,21.533533768955383
Deaths,Global,Both,All ages,Digestive diseases,Number,2023,2416335.6445919117,2671849.4921942092,2151565.1739649298
Deaths,Global,Both,All ages,Digestive diseases,Percent,2023,0.04024274225329055,0.04432891188057225,0.03594947530539759
Deaths,Global,Both,All ages,Digestive diseases,Rate,2023,29.957691472737284,33.12554815300173,26.67507132520632
Deaths,Global,Both,All ages,Unintentional injuries,Number,2023,2078352.0035472617,2291474.331168898,1786461.9100126582
Deaths,Global,Both,All ages,Unintentional injuries,Percent,2023,0.03461410836496354,0.03796337787656453,0.029889414975848638
Deaths,Global,Both,All ages,Unintentional injuries,Rate,2023,25.767375585161957,28.40966286471698,22.14852677761772
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Number,2023,1370376.1017562577,1496846.0295591054,1252698.7550117278
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Percent,2023,0.02282437396699223,0.025047458075951257,0.02079006204460056
Deaths,Global,Both,All ages,Self-harm and interpersonal violence,Rate,2023,16.989901444325124,18.557873628229615,15.530939542656716
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Number,2007,80224.95478716442,99825.5648210793,66089.24994195598
Deaths,Global,Both,All ages,Skin and subcutaneous diseases,Percent,2007,0.001566265323656887,0.0019587360663303154,0.0012899291483034036
